TransactionID,itemDescription
2259_2014-06-01,"processed cheese,roll products "
2259_2014-06-16,"domestic eggs,frankfurter"
2260_2015-06-27,"frankfurter,soda"
2260_2015-10-02,"bottled water,chocolate"
2260_2015-10-30,"domestic eggs,mayonnaise,sausage,soda"
2261_2014-01-21,"oil,tropical fruit"
2261_2014-07-25,"brown bread,citrus fruit"
2261_2015-04-04,"frankfurter,root vegetables"
2261_2015-04-11,"onions,whole milk"
2261_2015-06-18,"packaged fruit/vegetables,sausage"
2261_2015-06-29,"misc. beverages,packaged fruit/vegetables,sausage"
2262_2014-09-10,"waffles,whole milk"
2262_2014-10-06,"domestic eggs,newspapers"
2262_2015-10-04,"brandy,hygiene articles,other vegetables,tropical fruit"
2262_2015-11-04,"bottled water,soups"
2263_2015-07-02,"frankfurter,tropical fruit"
2264_2014-07-22,"bottled beer,canned beer,dish cleaner"
2264_2014-10-17,"coffee,other vegetables,rolls/buns"
2264_2015-01-12,"sparkling wine,tropical fruit"
2265_2015-06-13,"chicken,frankfurter,soft cheese,specialty fat,whipped/sour cream,white bread"
2265_2015-07-29,"chewing gum,other vegetables"
2265_2015-09-25,"bathroom cleaner,dish cleaner,domestic eggs,soft cheese,waffles,whole milk"
2266_2014-08-30,"brown bread,other vegetables,whipped/sour cream"
2266_2015-09-30,"butter milk,candy,grapes,other vegetables,soft cheese,yogurt"
2267_2014-06-10,"hygiene articles,instant coffee,other vegetables"
2267_2015-01-07,"long life bakery product,whole milk"
2267_2015-01-30,"beef,frozen vegetables"
2267_2015-02-26,"frankfurter,oil,other vegetables"
2267_2015-07-03,"meat,oil"
2267_2015-11-11,"brown bread,semi-finished bread"
2269_2014-01-05,"hamburger meat,sliced cheese"
2269_2014-05-26,"bottled water,sliced cheese"
2269_2015-09-20,"berries,rolls/buns"
2270_2014-12-18,"domestic eggs,tropical fruit"
2270_2015-02-04,"bottled water,dish cleaner,tropical fruit"
2270_2015-06-09,"berries,coffee,long life bakery product,pastry,seasonal products,whole milk,yogurt"
2270_2015-07-01,"misc. beverages,sausage,soda,specialty bar,whole milk"
2270_2015-08-11,"hygiene articles,whole milk"
2270_2015-09-30,"berries,fruit/vegetable juice,soda"
2271_2014-02-03,"processed cheese,root vegetables,yogurt"
2271_2014-06-25,"newspapers,sausage"
2271_2014-07-16,"chicken,coffee"
2271_2014-08-07,"pickled vegetables,root vegetables"
2271_2014-09-24,"coffee,soft cheese"
2271_2014-09-30,"frozen dessert,yogurt"
2271_2015-01-02,"mayonnaise,rolls/buns"
2271_2015-01-17,"dog food,white bread"
2271_2015-06-16,"bottled water,frankfurter,instant coffee,whole milk"
2271_2015-08-04,"bottled water,other vegetables,rolls/buns,whole milk,yogurt"
2271_2015-11-20,"root vegetables,whole milk"
2272_2014-06-05,"napkins,whole milk"
2272_2014-06-07,"frankfurter,whole milk"
2272_2014-07-25,"salty snack,yogurt"
2272_2015-01-31,"bottled beer,misc. beverages,waffles"
2272_2015-05-16,"rolls/buns,whole milk"
2272_2015-09-05,"frozen vegetables,zwieback"
2273_2014-08-14,"tropical fruit,whipped/sour cream"
2273_2014-11-13,"bottled water,rolls/buns"
2273_2014-11-25,"soda,whole milk"
2273_2015-02-28,"chewing gum,soft cheese"
2273_2015-10-21,"other vegetables,tropical fruit"
2273_2015-10-26,"bottled beer,sausage"
2273_2015-11-27,"hamburger meat,root vegetables"
2274_2014-02-22,"pastry,pork,rolls/buns"
2274_2014-04-11,"beef,other vegetables"
2274_2014-08-14,"shopping bags,yogurt"
2274_2014-12-04,"chicken,curd"
2274_2015-01-05,"citrus fruit,rolls/buns"
2275_2015-05-19,"pork,shopping bags"
2275_2015-08-02,"pet care,yogurt"
2276_2014-07-25,"fruit/vegetable juice,whipped/sour cream"
2276_2014-11-29,"tropical fruit,yogurt"
2276_2015-01-11,"pork,soda"
2277_2014-03-13,"other vegetables,sugar"
2277_2014-07-24,"curd,red/blush wine"
2277_2015-01-18,"canned beer,shopping bags,soda"
2278_2014-03-15,"hygiene articles,whipped/sour cream"
2278_2014-11-10,"rolls/buns,soda"
2278_2015-08-10,"coffee,shopping bags"
2279_2014-01-03,"curd,long life bakery product,pot plants,soda"
2279_2014-04-11,"processed cheese,salty snack"
2279_2014-11-25,"bottled water,coffee"
2280_2014-12-11,"candles,soda"
2280_2015-01-11,"organic products,tropical fruit"
2281_2015-10-27,"beef,instant coffee"
2282_2015-05-11,"citrus fruit,margarine,white wine"
2283_2014-11-22,"citrus fruit,pastry,white bread"
2283_2015-01-18,"frozen meals,margarine,root vegetables,shopping bags"
2284_2014-01-06,"fruit/vegetable juice,tropical fruit"
2284_2014-03-24,"bottled water,frozen potato products"
2284_2015-03-11,"frankfurter,ice cream"
2284_2015-03-18,"frankfurter,frozen fish,napkins,pork,rolls/buns,waffles"
2285_2014-07-06,"UHT-milk,pastry"
2285_2015-12-16,"canned beer,tropical fruit"
2286_2015-06-19,"canned beer,napkins"
2286_2015-11-21,"ham,whole milk"
2286_2015-12-04,"citrus fruit,other vegetables"
2287_2014-05-04,"UHT-milk,flour"
2287_2014-10-27,"chocolate,frozen meals"
2287_2015-09-23,"rolls/buns,yogurt"
2287_2015-12-16,"UHT-milk,tropical fruit"
2288_2014-10-16,"fruit/vegetable juice,other vegetables"
2288_2014-11-25,"brown bread,frozen dessert,herbs"
2288_2014-12-05,"sliced cheese,whole milk"
2288_2015-05-31,"coffee,red/blush wine,sausage,shopping bags,specialty bar"
2289_2014-02-05,"berries,red/blush wine,shopping bags"
2289_2014-02-08,"UHT-milk,beverages"
2289_2014-07-03,"chicken,rolls/buns"
2289_2014-08-17,"soda,whole milk"
2289_2014-11-20,"frankfurter,whole milk"
2289_2015-09-06,"brown bread,fruit/vegetable juice,ice cream"
2289_2015-11-04,"bottled water,tropical fruit"
2290_2014-12-23,"brown bread,chocolate,fruit/vegetable juice,margarine"
2290_2015-01-12,"hamburger meat,newspapers,whole milk"
2290_2015-07-03,"condensed milk,specialty fat"
2290_2015-09-10,"other vegetables,pip fruit"
2291_2014-03-26,"domestic eggs,meat,packaged fruit/vegetables"
2291_2014-08-14,"canned beer,pip fruit"
2291_2014-09-29,"other vegetables,whole milk"
2291_2015-04-10,"canned fish,grapes"
2291_2015-09-20,"brown bread,ham,roll products "
2292_2015-03-25,"margarine,root vegetables"
2293_2014-03-31,"candy,napkins,other vegetables"
2293_2014-04-14,"sausage,specialty fat"
2293_2014-05-31,"pork,shopping bags"
2293_2014-07-30,"bottled water,cereals"
2293_2014-08-26,"house keeping products,salty snack,shopping bags"
2293_2015-05-08,"chicken,rolls/buns"
2293_2015-06-24,"long life bakery product,rolls/buns,root vegetables"
2293_2015-12-19,"pip fruit,tropical fruit"
2294_2014-01-08,"bottled beer,sugar"
2294_2014-01-14,"whipped/sour cream,whole milk"
2294_2014-07-04,"chewing gum,pip fruit"
2294_2014-09-25,"specialty fat,whole milk"
2294_2015-05-10,"pip fruit,rolls/buns"
2294_2015-06-22,"ham,tropical fruit"
2294_2015-07-26,"bottled beer,bottled water,chocolate,citrus fruit,red/blush wine"
2294_2015-08-31,"ice cream,root vegetables"
2294_2015-09-23,"frankfurter,rolls/buns"
2295_2014-06-13,"mayonnaise,rolls/buns"
2295_2015-02-25,"fruit/vegetable juice,nuts/prunes,pastry,rolls/buns"
2295_2015-03-21,"rolls/buns,root vegetables"
2295_2015-12-28,"frankfurter,pip fruit"
2296_2014-06-12,"domestic eggs,other vegetables"
2297_2015-03-01,"brown bread,shopping bags"
2298_2014-04-12,"domestic eggs,oil,roll products "
2298_2014-04-15,"margarine,soda"
2298_2014-08-28,"root vegetables,yogurt"
2298_2014-10-02,"butter,domestic eggs,root vegetables,specialty bar"
2298_2014-10-12,"Instant food products,hard cheese"
2298_2014-12-17,"citrus fruit,napkins"
2298_2015-08-16,"fruit/vegetable juice,root vegetables"
2298_2015-10-06,"beef,misc. beverages,newspapers"
2299_2014-04-04,"chicken,domestic eggs"
2299_2014-08-04,"cake bar,shopping bags,yogurt"
2299_2015-11-10,"newspapers,turkey"
2300_2014-03-16,"fruit/vegetable juice,pork"
2300_2015-04-28,"hygiene articles,sausage,white wine"
2300_2015-08-05,"frankfurter,long life bakery product"
2300_2015-09-19,"flour,other vegetables,pip fruit"
2301_2014-04-23,"pastry,waffles,yogurt"
2301_2014-08-25,"domestic eggs,yogurt"
2301_2014-11-08,"whole milk,yogurt"
2301_2015-12-24,"bottled water,organic sausage"
2302_2014-01-29,"other vegetables,whole milk"
2303_2014-01-31,"decalcifier,grapes"
2303_2014-06-12,"beef,hair spray"
2303_2014-07-30,"packaged fruit/vegetables,white wine"
2304_2015-07-01,"bottled water,whole milk"
2305_2014-10-18,"shopping bags,tropical fruit"
2305_2015-01-05,"canned beer,cream cheese "
2305_2015-09-28,"coffee,mustard,whole milk"
2306_2014-02-26,"shopping bags,tropical fruit"
2306_2014-03-17,"cream cheese ,shopping bags"
2306_2014-05-07,"bottled water,fruit/vegetable juice"
2306_2014-12-13,"newspapers,white bread,whole milk"
2306_2015-10-09,"grapes,rolls/buns,shopping bags"
2307_2014-04-25,"fruit/vegetable juice,soft cheese"
2307_2015-03-12,"grapes,root vegetables,shopping bags,whole milk"
2307_2015-05-26,"bottled beer,frankfurter,hygiene articles"
2307_2015-06-29,"berries,canned beer"
2308_2014-04-13,yogurt
2308_2014-09-10,"bottled beer,cream cheese ,yogurt"
2309_2014-04-17,"domestic eggs,newspapers,whole milk,yogurt"
2309_2014-10-31,"chicken,frozen vegetables"
2309_2015-03-23,"citrus fruit,yogurt"
2309_2015-12-29,"frozen meals,shopping bags,whole milk"
2310_2014-03-21,"mustard,shopping bags"
2310_2014-04-22,"whole milk,yogurt"
2310_2014-10-31,"instant coffee,root vegetables"
2310_2015-03-24,"berries,candy,dessert,frozen meals,grapes,long life bakery product,sausage,soda"
2311_2014-02-01,"canned beer,pastry"
2311_2014-03-13,"citrus fruit,pot plants"
2311_2014-10-26,"pastry,soda"
2311_2015-06-06,"bottled water,light bulbs,other vegetables"
2311_2015-06-30,"chocolate,domestic eggs,frozen vegetables,fruit/vegetable juice,oil,rolls/buns"
2311_2015-11-01,"other vegetables,sausage"
2312_2014-02-14,"pastry,pip fruit"
2312_2014-02-25,"canned beer,other vegetables"
2312_2015-03-26,"frankfurter,other vegetables,red/blush wine"
2312_2015-05-15,"other vegetables,red/blush wine"
2313_2014-05-02,"dishes,other vegetables"
2313_2015-02-18,"berries,pastry,shopping bags"
2314_2014-02-09,"candy,whole milk"
2314_2014-07-28,"whipped/sour cream,whole milk"
2314_2015-09-06,"citrus fruit,yogurt"
2314_2015-11-02,"oil,other vegetables"
2314_2015-11-25,"pork,yogurt"
2315_2014-02-20,"bottled beer,nut snack"
2315_2014-06-03,"hamburger meat,newspapers"
2315_2014-10-27,"beverages,tea"
2315_2015-05-02,"onions,other vegetables"
2315_2015-09-15,"rolls/buns,shopping bags"
2315_2015-12-17,"chicken,roll products "
2315_2015-12-20,"other vegetables,turkey"
2316_2014-02-17,"bottled beer,pip fruit"
2316_2014-02-18,"rice,shopping bags"
2316_2015-06-08,"canned beer,tropical fruit"
2318_2014-12-10,"frozen fish,whipped/sour cream"
2318_2015-01-16,"citrus fruit,other vegetables,root vegetables,whipped/sour cream"
2319_2014-11-05,"baking powder,beef"
2319_2015-05-10,"meat,whole milk,yogurt"
2320_2014-02-05,"cream cheese ,whole milk"
2320_2014-03-15,"dishes,newspapers"
2320_2014-03-25,"grapes,yogurt"
2320_2014-04-22,"flour,tropical fruit"
2320_2014-12-08,"margarine,yogurt"
2321_2014-02-06,"chocolate,pip fruit"
2321_2015-01-26,"other vegetables,whipped/sour cream"
2321_2015-04-08,"sausage,whole milk"
2321_2015-06-16,"bottled beer,domestic eggs,long life bakery product,other vegetables,rolls/buns,skin care,tropical fruit"
2322_2014-01-19,"newspapers,sweet spreads"
2322_2014-02-15,"cake bar,pip fruit"
2323_2014-09-06,"napkins,sliced cheese"
2323_2014-12-27,"newspapers,soda,whipped/sour cream,whole milk"
2324_2014-04-15,"misc. beverages,soda"
2324_2015-05-14,"frankfurter,packaged fruit/vegetables"
2324_2015-08-18,"canned beer,chicken"
2325_2014-01-20,"long life bakery product,whole milk"
2325_2014-02-27,"fruit/vegetable juice,pastry"
2325_2014-05-06,"canned fruit,onions,specialty chocolate"
2325_2014-10-22,"margarine,rolls/buns"
2325_2014-11-06,"chocolate,flour,pastry"
2325_2015-04-16,"jam,pip fruit,soda"
2326_2015-07-16,"UHT-milk,citrus fruit,whole milk"
2326_2015-11-13,"pork,whipped/sour cream"
2326_2015-11-29,"beverages,chewing gum,misc. beverages,pork"
2327_2015-03-18,"bottled beer,frankfurter,margarine,whipped/sour cream"
2327_2015-07-06,"chicken,pip fruit"
2327_2015-08-04,"bottled water,pork"
2327_2015-12-08,"bottled beer,butter"
2328_2014-01-22,"bottled beer,candy,grapes"
2328_2015-02-22,"beef,brown bread,frankfurter,other vegetables"
2329_2014-05-28,"misc. beverages,newspapers"
2329_2015-07-15,"pastry,whipped/sour cream"
2330_2014-10-08,"sugar,whole milk"
2330_2014-11-05,"processed cheese,sausage"
2331_2014-04-08,"sugar,tropical fruit"
2331_2014-10-13,"hygiene articles,shopping bags"
2331_2014-12-28,"bottled water,rolls/buns"
2331_2015-02-15,"sausage,yogurt"
2331_2015-06-05,"citrus fruit,liquor"
2331_2015-11-28,"bottled beer,canned beer,tropical fruit"
2332_2014-01-16,"rolls/buns,soft cheese"
2332_2014-05-14,"citrus fruit,other vegetables"
2332_2014-07-18,"flower (seeds),seasonal products"
2332_2014-07-27,"salt,soda"
2332_2014-09-14,"bathroom cleaner,beverages"
2332_2015-12-15,"rolls/buns,root vegetables,tropical fruit"
2334_2014-02-03,"rolls/buns,yogurt"
2334_2014-03-02,"coffee,root vegetables,soda"
2335_2015-01-13,"ice cream,other vegetables,whole milk"
2335_2015-07-23,"soda,tropical fruit"
2336_2014-01-28,"organic sausage,specialty chocolate"
2336_2014-05-31,"other vegetables,salty snack,shopping bags"
2336_2015-04-14,"chewing gum,other vegetables"
2336_2015-10-07,"frozen meals,other vegetables,rolls/buns,sparkling wine"
2337_2014-02-25,"coffee,root vegetables"
2337_2014-03-04,"canned beer,rum,sugar"
2337_2014-04-03,"tropical fruit,whole milk"
2337_2014-10-14,"soda,whipped/sour cream"
2337_2015-05-10,"citrus fruit,waffles"
2337_2015-08-15,"hamburger meat,hard cheese"
2338_2014-03-11,"newspapers,white wine"
2338_2014-09-22,"canned beer,other vegetables"
2338_2015-12-08,"canned beer,curd,hygiene articles,photo/film,salty snack,whole milk"
2339_2014-01-28,"bottled water,chocolate"
2339_2014-03-26,"fruit/vegetable juice,whole milk"
2339_2014-03-28,"brown bread,dishes"
2339_2014-05-20,"baking powder,ham,sliced cheese,whole milk"
2340_2014-01-17,"meat,red/blush wine,soda,yogurt"
2340_2014-04-08,"rolls/buns,whole milk"
2340_2015-03-02,"other vegetables,yogurt"
2340_2015-07-12,"berries,sausage,soda,yogurt"
2340_2015-10-07,"beef,frozen fish"
2340_2015-10-10,"pip fruit,whole milk"
2340_2015-11-28,"butter,whole milk"
2341_2014-01-23,"beef,root vegetables"
2341_2014-03-23,"roll products ,toilet cleaner"
2341_2014-04-17,"UHT-milk,frankfurter"
2341_2014-09-12,"Instant food products,soda"
2341_2014-12-22,"rolls/buns,shopping bags"
2342_2014-11-26,"long life bakery product,other vegetables"
2342_2014-12-19,"bottled water,root vegetables"
2343_2014-04-06,"salty snack,white bread"
2343_2014-08-19,"candles,canned beer"
2343_2014-11-02,"soda,whipped/sour cream,whole milk"
2343_2015-05-30,"beverages,sausage"
2344_2014-02-22,"napkins,newspapers,rolls/buns"
2344_2014-11-20,"bottled beer,frozen meals,root vegetables,whole milk"
2344_2015-02-14,"canned beer,root vegetables,soda"
2344_2015-04-14,"bottled water,frozen fish,meat,onions,pip fruit,root vegetables,semi-finished bread,whipped/sour cream"
2344_2015-04-19,"candy,cream cheese ,ham,oil,other vegetables"
2344_2015-12-17,"ice cream,yogurt"
2345_2014-06-09,"candy,whipped/sour cream,whole milk"
2345_2014-11-11,"flour,frozen vegetables"
2345_2014-11-30,"newspapers,other vegetables,rolls/buns"
2345_2015-12-17,"bottled beer,whole milk"
2346_2014-03-22,"condensed milk,whole milk"
2346_2014-12-23,"fruit/vegetable juice,liver loaf"
2346_2015-04-24,"specialty cheese,tropical fruit"
2346_2015-08-05,"bottled beer,cat food,meat,newspapers,specialty cheese"
2346_2015-09-17,"chicken,coffee,whole milk"
2347_2014-01-15,"canned beer,sausage"
2347_2015-01-27,"red/blush wine,soda"
2348_2014-07-23,"chocolate,shopping bags,specialty bar"
2348_2014-11-22,"pastry,yogurt"
2348_2015-02-28,"citrus fruit,root vegetables,soda,tropical fruit"
2348_2015-09-08,"frozen vegetables,long life bakery product,newspapers"
2348_2015-11-01,"curd cheese,pastry,root vegetables,whole milk"
2348_2015-12-11,"domestic eggs,pastry"
2349_2014-03-14,"dessert,liquor,waffles"
2349_2014-05-28,"whole milk,yogurt"
2349_2014-06-03,"red/blush wine,soda"
2349_2014-08-11,"domestic eggs,onions,shopping bags"
2349_2014-10-12,"dishes,female sanitary products"
2349_2015-02-26,"sausage,whole milk"
2349_2015-07-17,"bottled beer,ice cream"
2350_2014-04-03,"canned fish,other vegetables"
2350_2014-05-30,"rolls/buns,tidbits"
2351_2014-01-01,"cleaner,shopping bags"
2351_2014-09-18,"domestic eggs,instant coffee"
2351_2015-01-06,"pip fruit,rolls/buns"
2352_2014-03-27,"misc. beverages,tropical fruit"
2352_2015-01-31,"dessert,shopping bags"
2352_2015-05-05,"pastry,sausage"
2353_2014-01-18,"cereals,soda"
2353_2014-11-14,"coffee,other vegetables"
2353_2015-02-07,"bottled water,canned beer"
2353_2015-05-02,soda
2354_2014-01-06,"beverages,rolls/buns,soups,white bread"
2354_2014-08-20,"Instant food products,soda"
2355_2014-01-15,"chocolate,yogurt"
2355_2014-01-26,"canned beer,whipped/sour cream"
2355_2014-02-19,"domestic eggs,ice cream,pot plants,rolls/buns"
2355_2014-12-29,"white bread,whole milk"
2355_2015-07-24,"bottled beer,tropical fruit"
2356_2014-04-21,"chicken,rolls/buns"
2356_2015-01-31,"chicken,rolls/buns"
2356_2015-02-02,"butter,hamburger meat,pip fruit,yogurt"
2356_2015-06-15,"beef,canned beer,pastry,whole milk"
2356_2015-08-31,"butter milk,citrus fruit"
2357_2014-05-25,"bottled beer,frozen meals"
2357_2014-06-05,"frozen vegetables,pip fruit,whipped/sour cream"
2357_2014-08-15,"domestic eggs,tropical fruit"
2357_2014-11-27,"curd,fruit/vegetable juice"
2357_2015-07-08,"baking powder,bottled beer,soda"
2357_2015-08-03,"canned fish,onions,specialty cheese"
2357_2015-09-23,"cream cheese ,shopping bags,soda,waffles"
2358_2014-06-26,"frozen vegetables,root vegetables,shopping bags"
2358_2014-08-08,"UHT-milk,berries"
2358_2015-12-15,"chicken,dishes,hard cheese,waffles"
2359_2014-07-05,"instant coffee,whole milk"
2359_2014-09-26,"coffee,shopping bags,soda"
2359_2015-04-09,"chocolate,other vegetables"
2359_2015-04-21,"other vegetables,pastry,rolls/buns,whole milk"
2359_2015-08-28,"canned beer,margarine"
2360_2014-07-09,"napkins,rolls/buns"
2360_2014-07-26,"canned beer,tropical fruit"
2360_2015-02-18,"other vegetables,rolls/buns"
2361_2014-01-04,"light bulbs,whipped/sour cream"
2361_2014-12-15,"hard cheese,specialty bar"
2361_2015-02-27,"citrus fruit,frozen vegetables"
2361_2015-10-03,"other vegetables,soda"
2362_2014-04-05,"onions,specialty bar"
2362_2014-08-17,"misc. beverages,other vegetables,specialty chocolate"
2362_2014-10-27,"dessert,rolls/buns"
2362_2015-07-08,"bottled beer,canned beer"
2362_2015-11-23,"brown bread,candy,citrus fruit,frankfurter,specialty chocolate"
2363_2014-12-03,"red/blush wine,white bread"
2363_2015-05-22,"beef,frozen meals,pastry,whipped/sour cream,white wine"
2363_2015-06-24,"beverages,candles"
2363_2015-10-25,"hamburger meat,whole milk"
2364_2014-07-23,"bottled water,pip fruit"
2364_2015-05-11,"rolls/buns,white bread"
2364_2015-06-21,"UHT-milk,coffee,napkins,onions,rolls/buns,root vegetables,whole milk,yogurt"
2364_2015-09-08,"chicken,coffee"
2365_2014-06-02,"beef,margarine"
2365_2014-08-14,"margarine,newspapers,rolls/buns,yogurt"
2365_2014-11-29,"hard cheese,misc. beverages,waffles"
2365_2015-06-11,"candles,sausage,yogurt"
2365_2015-06-21,"hard cheese,other vegetables,pip fruit,pork,sausage"
2366_2014-10-07,"chewing gum,herbs"
2366_2014-10-11,"dish cleaner,other vegetables"
2366_2015-01-18,"candy,frankfurter,pip fruit,whole milk"
2366_2015-08-18,"UHT-milk,pastry,yogurt"
2368_2015-11-11,"bottled water,coffee,other vegetables,red/blush wine,sugar,whole milk"
